INSTNM,CITY,STABBR,ZIP,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,NPT4_PUB,NPT4_PRIV,TUITIONFEE_PROG,PCTPELL,PCTFLOAN,DEBT_MDN,GRAD_DEBT_MDN_SUPP,ADM_RATE,SAT_AVG,AVGFACSAL,UGDS,C150_4,RET_FT4,CDR3,MD_EARN_WNE_P10
Rob Roy Academy-Fall River,Fall River,MA,02721-5330,3,,,,,29207.0,15980.0,0.6474,0.75,5500,6333,,,,98.0,,,0.0,32113.0
Fisher College,Boston,MA,02116,2,35013.0,35013.0,52723.0,,25702.0,,0.42,0.6288,12500,25000,0.7075,,7612.0,1138.0,0.2844,0.5444,0.0,49669.0
Fitchburg State University,Fitchburg,MA,01420-2697,1,11046.0,17126.0,24517.0,15432.0,,,0.3101,0.4997,18220,24239,0.8994,1114.0,10025.0,2825.0,0.5273,0.7277,0.0,53874.0
Framingham State University,Framingham,MA,01701-9101,1,11630.0,17710.0,26539.0,16698.0,,,0.3448,0.5475,17224,25000,0.8487,1150.0,10336.0,2556.0,0.4954,0.7152,0.0,52349.0
Benjamin Franklin Cummings Institute of Technology,Boston,MA,02116,2,18906.0,18906.0,27631.0,,16172.0,,0.4023,0.5009,9500,12000,,,7648.0,412.0,0.4716,1.0,0.0,57556.0
Gordon College,Wenham,MA,01984,2,28100.0,28100.0,41160.0,,24817.0,,0.2102,0.5611,23250,26250,0.5878,1268.0,7655.0,1247.0,0.6763,0.829,0.0,52119.0
Gordon-Conwell Theological Seminary,South Hamilton,MA,01982,2,,,,,,,,,PS,PS,,,6880.0,,,,0.0,
Greenfield Community College,Greenfield,MA,01301-9739,1,5810.0,11930.0,13752.0,8081.0,,,0.296,0.1008,5500,8307,,,7823.0,1232.0,,,0.0,37132.0
Hampshire College,Amherst,MA,01002-5001,2,56630.0,56630.0,71224.0,,25810.0,,0.376,0.5846,25000,26893,0.7035,,9661.0,716.0,0.5723,0.75,0.0,46938.0
Harvard University,Cambridge,MA,02138,2,59076.0,59076.0,82842.0,,16816.0,,0.1579,0.0488,12500,14000,0.0345,1553.0,23783.0,7755.0,0.9733,0.986,0.0,101817.0
Hebrew College,Newton,MA,02466-3008,2,,,,,,,,,PS,PS,,,7982.0,0.0,,,0.02,
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7415,2,22490.0,22490.0,41282.0,,14334.0,,0.1795,0.359,13521,PS,0.9048,,7215.0,49.0,0.4444,1.0,0.0,51724.0
College of the Holy Cross,Worcester,MA,01610-2395,2,60850.0,60850.0,76510.0,,36868.0,,0.1473,0.4019,25879,27000,0.211,1354.0,11812.0,3015.0,0.8961,0.9302,0.0,90543.0
Holyoke Community College,Holyoke,MA,01040,1,5810.0,10754.0,13587.0,6860.0,,,0.3851,0.2394,4750,8250,,,7594.0,3164.0,,,0.0,37277.0
Lasell University,Newton,MA,02466,2,26000.0,26000.0,63387.0,,24944.0,,0.3224,0.733,21500,26000,0.8225,1159.0,8677.0,1152.0,0.5317,0.707,0.0,49705.0
Lawrence Memorial Hospital School of Nursing,Medford,MA,02155,2,28617.0,28617.0,,,,,0.4844,0.8978,20000,20000,,,7296.0,195.0,,,0.0,101466.0
Lesley University,Cambridge,MA,02138-2790,2,32780.0,32780.0,49226.0,,31805.0,,0.2825,0.5129,15000,21000,0.9442,,8931.0,1252.0,0.6174,0.7689,0.0,51173.0
Longy School of Music of Bard College,Cambridge,MA,02138,2,52950.0,52950.0,67675.0,,43291.0,,0.1026,0.1026,19000,24254,0.844,,5730.0,34.0,0.4444,0.875,0.0,46543.0
Lowell Academy Hairstyling Institute,Lowell,MA,01852-1909,3,,,,,16686.0,14190.0,0.2316,0.2211,5500,7994,,,,59.0,,,0.013,
University of Massachusetts-Lowell,Lowell,MA,01854,1,16570.0,35396.0,29521.0,18627.0,,,0.2739,0.5352,18250,23704,0.8524,1253.0,13170.0,11632.0,0.701,0.819,0.0,64874.0
University of Massachusetts-Amherst,Amherst,MA,01003,1,17357.0,39293.0,33389.0,23691.0,,,0.2029,0.4789,20000,22763,0.5777,1393.0,13556.0,23694.0,0.8316,0.91,0.0,71631.0
University of Massachusetts-Boston,Boston,MA,02125-3393,1,15496.0,37174.0,29698.0,18282.0,,,0.4269,0.5171,15000,21974,0.8296,1188.0,11642.0,11848.0,0.5115,0.7285,0.0,65865.0
Massachusetts Bay Community College,Wellesley Hills,MA,02481-5399,1,5616.0,10560.0,13346.0,7388.0,,,0.2505,0.1327,4620,6500,,,7659.0,3156.0,,,0.0,52654.0
MCPHS University,Boston,MA,02115-5896,2,38850.0,38850.0,58975.0,,35084.0,,0.2822,0.6584,25000,25000,0.8521,1216.0,11365.0,3474.0,0.6332,0.7865,0.0,125557.0
Massachusetts College of Art and Design,Boston,MA,02115-5882,1,14960.0,42180.0,32256.0,23764.0,,,0.2761,0.5057,19500,25755,0.7747,,10166.0,1812.0,0.6919,0.8399,0.0,43582.0
Massachusetts Institute of Technology,Cambridge,MA,02139-4307,2,60156.0,60156.0,79850.0,,19813.0,,0.1896,0.0657,12462,14768,0.0474,1553.0,23177.0,4571.0,0.9608,0.9903,0.0,143372.0
Massachusetts Maritime Academy,Buzzards Bay,MA,02532-1803,1,10816.0,23910.0,37721.0,26661.0,,,0.1697,0.7926,20500,25000,0.9455,,9395.0,1270.0,0.7912,0.7886,0.0,82392.0
University of Massachusetts Chan Medical School,Worcester,MA,01655,1,,,,,,,,,PS,PS,,,11359.0,,,,0.0,
William James College,Newton,MA,02459,2,,,,,,,0.35,0.425,PS,PS,,,9013.0,36.0,,,0.0,
Massachusetts School of Barbering,Quincy,MA,02169,3,,,,,16248.0,15050.0,0.5052,0.4433,6252,8294,,,,48.0,,,0.0,
Massasoit Community College,Brockton,MA,02302-3996,1,5376.0,10320.0,13887.0,7718.0,,,0.2815,0.085,5567,10000,,,7442.0,3699.0,,,0.0,46111.0
Merrimack College,North Andover,MA,01845,2,51786.0,51786.0,68089.0,,37899.0,,0.1518,0.6108,23750,27000,0.7361,,11248.0,4043.0,0.7213,0.8426,0.0,75584.0
MGH Institute of Health Professions,Boston,MA,02129-4557,2,,,,,,,0.0,0.6643,24700,24961,,,10186.0,112.0,,,0.0,87130.0
Middlesex Community College,Bedford,MA,01730-9124,1,6048.0,12120.0,10759.0,3694.0,,,0.191,0.0753,5187,7291,,,7569.0,4658.0,,,0.0,50651.0
Montserrat College of Art,Beverly,MA,01915-4508,2,39000.0,39000.0,56284.0,,34725.0,,0.3277,0.7635,23707,27000,,,6587.0,261.0,0.6154,0.7547,0.0,33022.0
Mount Holyoke College,South Hadley,MA,01075-1489,2,64142.0,64142.0,77545.0,,29562.0,,0.2029,0.4277,18258,22902,0.3829,1422.0,11239.0,2198.0,0.8504,0.8971,0.0,58418.0
Mount Wachusett Community College,Gardner,MA,01440-1000,1,6000.0,10920.0,14330.0,8651.0,,,0.3773,0.2083,5500,10252,,,7623.0,2554.0,,,0.0,41118.0
Rob Roy Academy-New Bedford,New Bedford,MA,02746-2114,3,,,,,25041.0,15400.0,0.5652,0.7826,PS,PS,,,,15.0,,,0.028,
The New England Conservatory of Music,Boston,MA,02115-5018,2,58550.0,58550.0,77870.0,,42556.0,,0.0752,0.2549,19500,27000,0.4275,,7278.0,371.0,0.7778,0.9362,0.0,34483.0
New England College of Optometry,Boston,MA,02115,2,,,,,,,,,,,,,10955.0,,,,0.0,
New England Law-Boston,Boston,MA,02116,2,,,,,,,,,PS,PS,,,11751.0,,,,0.0,
Nichols College,Dudley,MA,01571-5000,2,40375.0,40375.0,55871.0,,31065.0,,0.3041,0.7405,19500,27000,0.8814,1110.0,10320.0,1152.0,0.6364,0.7184,0.0,58063.0
Massachusetts College of Liberal Arts,North Adams,MA,01247-4100,1,11884.0,20559.0,27705.0,18707.0,,,0.4045,0.605,15750,23750,0.9235,,9357.0,748.0,0.4913,0.6893,0.0,48102.0
North Bennet Street School,Boston,MA,02109,2,,,,,35199.0,51750.0,0.1366,0.3913,9500,9500,,,,151.0,,,0.0,43993.0
North Shore Community College,Danvers,MA,01923-0840,1,5352.0,10920.0,13204.0,7321.0,,,0.332,0.1412,5500,9000,,,7832.0,4055.0,,,0.0,45391.0
Northeastern University,Boston,MA,02115-5005,2,63141.0,63141.0,81353.0,,32116.0,,0.1234,0.2834,22000,24250,0.0565,1505.0,14775.0,15719.0,0.9038,0.9752,0.0,92538.0
Northern Essex Community College,Haverhill,MA,01830-2399,1,5688.0,11472.0,11921.0,3971.0,,,0.3314,0.0837,5661,9000,,,7869.0,3350.0,,,0.0,42862.0
College of Our Lady of the Elms,Chicopee,MA,01013,2,42061.0,42061.0,53145.0,,21436.0,,0.4184,0.7092,20500,25000,0.8766,1240.0,7362.0,951.0,0.6474,0.7622,0.0,51540.0
Pope St John XXIII National Seminary,Weston,MA,02493-2699,2,,,,,,,,,,,,,3107.0,,,,,
Quincy College,Quincy,MA,02169,1,7536.0,7536.0,19527.0,14317.0,,,0.3378,0.226,8300,13874,,,8911.0,2126.0,0.1663,0.875,0.0,52506.0
Quinsigamond Community College,Worcester,MA,01606-2092,1,5974.0,10918.0,13295.0,7764.0,,,0.3936,0.3532,10500,16575,,,7769.0,5413.0,,,0.0,45949.0
Regis College,Weston,MA,02493-1571,2,47770.0,47770.0,64315.0,,28346.0,,0.2774,0.669,23750,25500,0.8928,,9063.0,1061.0,0.6949,0.8119,0.0,52873.0
Roxbury Community College,Roxbury Crossing,MA,02120-3400,1,5784.0,11088.0,15897.0,12544.0,,,0.6013,0.0,PS,PS,,,9318.0,1583.0,,,,38773.0
Saint John's Seminary,Brighton,MA,02135-3846,2,,,,,,,0.0,0.0,PS,PS,,,4869.0,14.0,,,0.0,
Salem State University,Salem,MA,01970,1,11978.0,18961.0,27615.0,18441.0,,,0.3531,0.5675,19500,25000,0.9557,1090.0,10111.0,4286.0,0.5499,0.7366,0.0,56662.0
Simmons University,Boston,MA,02115-5898,2,45538.0,45538.0,63512.0,,27313.0,,0.2984,0.6384,21780,24840,0.66,1332.0,8463.0,1750.0,0.7125,0.8177,0.0,63494.0
Bard College at Simon's Rock,Great Barrington,MA,01230-9702,2,66594.0,66594.0,82465.0,,36684.0,,0.2349,0.4597,19000,24254,0.9721,,8162.0,237.0,0.5417,0.766,0.0,46543.0
Smith College,Northampton,MA,01063,2,61568.0,61568.0,82134.0,,26181.0,,0.1815,0.1268,13500,17550,0.1973,1480.0,12787.0,2501.0,0.8966,0.9257,0.0,64027.0
Southeastern Technical Institute,South Easton,MA,02375,1,,,,11768.0,,11125.0,0.2921,0.4232,6750,8846,0.4917,,,140.0,,,0.0,
Springfield College,Springfield,MA,01109-3797,2,43707.0,43707.0,57942.0,,29187.0,,0.2166,0.7151,23000,26250,0.7023,1120.0,8000.0,1916.0,0.6763,0.8362,0.0,48036.0
Springfield Technical Community College,Springfield,MA,01105-1296,1,5520.0,10728.0,14223.0,8196.0,,,0.4695,0.1797,4996,6570,,,7116.0,3965.0,,,0.0,36966.0
University of Massachusetts-Dartmouth,North Dartmouth,MA,02747-2300,1,15208.0,31750.0,31677.0,20605.0,,,0.3564,0.658,18133,25000,0.9216,1152.0,11964.0,5289.0,0.4897,0.6373,0.0,68804.0
Stonehill College,Easton,MA,02357-6110,2,54500.0,54500.0,68412.0,,29969.0,,0.1479,0.6179,23472,25000,0.7256,,10495.0,2477.0,0.8081,0.8524,0.0,77745.0
Suffolk University,Boston,MA,02108-3901,2,45380.0,45380.0,62822.0,,30031.0,,0.2741,0.5597,20500,26889,0.8474,1197.0,13004.0,4434.0,0.5985,0.7552,0.0,67506.0
Rob Roy Academy-Taunton,Taunton,MA,02780-3212,3,,,,,19252.0,15400.0,0.4048,0.5476,5500,PS,,,,21.0,,,0.0,
Tufts University,Medford,MA,02155-5555,2,67844.0,67844.0,84600.0,,35435.0,,0.1158,0.1909,15043,16250,0.1013,1513.0,13737.0,6804.0,0.9333,0.9592,0.0,83214.0
Wellesley College,Wellesley,MA,02481-8203,2,64320.0,64320.0,83050.0,,25008.0,,0.2056,0.1712,8700,10000,0.1391,1513.0,13404.0,2318.0,0.9121,0.9625,0.0,84803.0
Wentworth Institute of Technology,Boston,MA,02115,2,41010.0,41010.0,55030.0,,34170.0,,0.2257,0.5187,18500,25028,0.8537,1226.0,10356.0,3641.0,0.6863,0.8627,0.0,82721.0
Western New England University,Springfield,MA,01119-2684,2,46430.0,46430.0,58933.0,,31170.0,,0.2502,0.8042,19500,25500,0.8326,1231.0,10666.0,2508.0,0.6389,0.7487,0.0,73157.0
Westfield State University,Westfield,MA,01086-1630,1,11882.0,17962.0,26435.0,18561.0,,,0.3336,0.5454,15250,22457,0.8074,,7932.0,3481.0,0.5486,0.7071,0.0,57346.0
Wheaton College (Massachusetts),Norton,MA,02766-2322,2,62080.0,62080.0,76819.0,,30934.0,,0.1962,0.7337,23000,26000,0.7133,1321.0,8860.0,1744.0,0.757,0.8583,0.002,67725.0
Williams College,Williamstown,MA,01267,2,64860.0,64860.0,81164.0,,14852.0,,0.1715,0.0604,11667,12761,0.0999,1527.0,14893.0,2060.0,0.9655,0.9653,0.0,88665.0
Worcester Polytechnic Institute,Worcester,MA,01609-2280,2,59070.0,59070.0,75678.0,,43273.0,,0.1029,0.505,26978,27000,0.585,,13114.0,5344.0,0.8843,0.9372,0.0,103470.0
Worcester State University,Worcester,MA,01602-2597,1,11286.0,17366.0,21586.0,14738.0,,,0.289,0.4763,13916,19500,0.8986,1145.0,9476.0,3963.0,0.5551,0.7652,0.0,60624.0
Adrian College,Adrian,MI,49221-2575,2,40556.0,40556.0,54950.0,,21504.0,,0.3114,0.7029,16000,27000,0.6837,1030.0,6360.0,1635.0,0.5595,0.6008,0.0,55504.0
Albion College,Albion,MI,49224,2,55746.0,55746.0,68794.0,,16882.0,,0.4526,0.6655,19500,27000,0.8316,,7378.0,1347.0,0.5709,0.689,0.0,58799.0
Hillsdale Beauty College,Hillsdale,MI,49242,3,,,,,15148.0,19150.0,0.6406,0.5,9064,PS,,,,32.0,,,0.0,17793.0
Northwestern Technological Institute,Southfield,MI,48075,3,,,,,30525.0,17797.0,0.805,0.7207,8540,9500,,,,689.0,,,0.0,41237.0
Alma College,Alma,MI,48801-1599,2,47430.0,47430.0,61380.0,,24663.0,,0.2092,0.6618,23250,27000,0.6566,,7148.0,1208.0,0.6373,0.7635,0.0,54742.0
Alpena Community College,Alpena,MI,49707,1,5130.0,7800.0,11320.0,4067.0,,,0.2077,0.0983,5500,9024,,,9704.0,715.0,0.502,0.7513,0.0,36442.0
Andrews University,Berrien Springs,MI,49104,2,33710.0,33710.0,43670.0,,18597.0,,0.22,0.3471,19716,26000,0.874,1177.0,6920.0,1262.0,0.6593,0.8326,0.0,53187.0
Aquinas College,Grand Rapids,MI,49506-1801,2,38520.0,38520.0,49018.0,,18902.0,,0.2301,0.4277,17992,23000,0.7106,1087.0,6676.0,1201.0,0.625,0.7362,0.003,49584.0
Baker College,Owosso,MI,48867,2,12810.0,12810.0,23456.0,,15171.0,,0.3811,0.4831,16753,25000,0.875,1080.0,6411.0,3026.0,0.3133,0.7193,0.005,35833.0
Bay de Noc Community College,Escanaba,MI,49829-2511,1,5910.0,11280.0,15674.0,9766.0,,,0.2439,0.1847,8000,12618,,,7010.0,1100.0,,,0.0,35090.0
Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708-5614,3,,,,,4309.0,12900.0,0.7892,0.0,PS,PS,,,,104.0,,,,24471.0
Calvin University,Grand Rapids,MI,49546,2,38670.0,38670.0,53286.0,,24783.0,,0.144,0.3363,19500,23250,0.7131,1205.0,9611.0,2921.0,0.7736,0.8849,0.0,58375.0
Calvin Theological Seminary,Grand Rapids,MI,49546-4387,2,,,,,,,,,PS,PS,,,8604.0,,,,0.0,
Carnegie Institute,Troy,MI,48083,3,15342.0,15342.0,21863.0,,14418.0,,0.4712,0.6635,8568,9336,,,,103.0,,,0.0,38244.0
Michigan School of Psychology,Farmington Hills,MI,48334-4512,2,,,,,,,,,PS,PS,,,8940.0,,,,0.0,
Central Michigan University,Mount Pleasant,MI,48859,1,14190.0,14190.0,26470.0,16041.0,,,0.3064,0.6786,23183,27000,0.9101,1099.0,10489.0,9916.0,0.6184,0.7369,0.0,55874.0
Mott Community College,Flint,MI,48503-2089,1,4426.0,7410.0,12495.0,6258.0,,,0.3539,0.2673,5975,13000,,,8735.0,5152.0,,,0.001,32538.0
Empire Beauty School-Michigan,Grand Rapids,MI,49544,3,,,,,16486.0,19260.0,0.4851,0.5264,6633,10667,,,,285.0,,,0.001,22377.0
Cleary University,Howell,MI,48843,2,24842.0,24842.0,39110.0,,21019.0,,0.2738,0.436,12469,19500,0.4975,,5250.0,774.0,0.3939,0.6364,0.0,54186.0
Concordia University Ann Arbor,Ann Arbor,MI,48105,2,34200.0,34200.0,50378.0,,26409.0,,0.2419,0.5521,19500,25750,0.7209,1250.0,6741.0,918.0,0.5,0.6622,0.0,56075.0
Cranbrook Academy of Art,Bloomfield Hills,MI,48304,2,,,,,,,,,PS,PS,,,9934.0,,,,0.0,
College for Creative Studies,Detroit,MI,48202,2,51355.0,51355.0,61238.0,,33342.0,,0.2826,0.5334,19000,26000,0.9276,,10684.0,1285.0,0.6962,0.7649,0.0,44860.0
Davenport University,Grand Rapids,MI,49512-9396,2,23324.0,23324.0,35864.0,,19988.0,,0.301,0.476,17353,26000,0.9705,,7039.0,3213.0,0.4952,0.7367,0.003,45099.0
David Pressley School of Cosmetology,Royal Oak,MI,48067-3219,3,,,,,18565.0,17150.0,0.5888,0.5812,6160,6333,,,,263.0,,,0.0,22973.0
Delta College,University Center,MI,48710,1,4640.0,7550.0,11953.0,4550.0,,,0.3536,0.1246,6000,10978,,,10074.0,6061.0,,,0.003,37781.0
Detroit Business Institute-Downriver,Riverview,MI,48193,3,,,,,21533.0,29970.0,0.8616,0.8931,13583,PS,0.5,,,141.0,,,0.0,26702.0
MIAT College of Technology,Canton,MI,48188,3,17252.0,17252.0,26607.0,,21202.0,,0.2955,0.3799,9500,12801,0.9964,,5888.0,1645.0,,,0.0,62575.0
University of Detroit Mercy,Detroit,MI,48221-3038,2,32300.0,32300.0,40069.0,,16179.0,,0.2513,0.3061,19950,23250,0.8014,1136.0,10394.0,2289.0,0.681,0.8248,0.0,71030.0
Dorsey College,Madison Heights,MI,48071,3,32160.0,32160.0,30059.0,,22079.0,,0.6083,0.6417,9500,13000,,,5039.0,547.0,,,0.0,29392.0
Eastern Michigan University,Ypsilanti,MI,48197,1,15510.0,15510.0,28168.0,17084.0,,,0.3656,0.4579,18750,25000,0.8135,1046.0,10337.0,10751.0,0.4549,0.6785,0.001,51793.0
Creative Hair School of Cosmetology,Flint,MI,48507,3,,,,,13356.0,16170.0,0.4565,0.4891,9500,PS,,,,48.0,,,0.0,
Ferris State University,Big Rapids,MI,49307-2251,1,13630.0,13630.0,26066.0,12202.0,,,0.3358,0.4698,15500,21000,0.8058,1001.0,10457.0,8087.0,0.4787,0.7284,0.0,54735.0
Glen Oaks Community College,Centreville,MI,49032-9719,1,4128.0,6576.0,14645.0,7930.0,,,0.2572,0.087,5543,10794,,,8452.0,577.0,,,0.0,37540.0
Kettering University,Flint,MI,48504-6214,2,46380.0,46380.0,58610.0,,33092.0,,0.1681,0.4613,26563,27000,0.7909,1219.0,9193.0,1279.0,0.7054,0.9252,0.002,94823.0
Gogebic Community College,Ironwood,MI,49938,1,5590.0,8318.0,13398.0,5216.0,,,0.3548,0.1804,6000,10925,,,6494.0,508.0,,,0.0,40950.0
Grace Christian University,Wyoming,MI,49509,2,14992.0,14992.0,24637.0,,13996.0,,0.4979,0.5711,9500,24375,0.9931,,5554.0,707.0,0.4286,0.589,0.0,41663.0
Cornerstone University,Grand Rapids,MI,49525-5897,2,29100.0,29100.0,40737.0,,22384.0,,0.2973,0.5457,18634,25000,0.732,,6678.0,1387.0,0.6157,0.8375,0.0,47314.0
Grand Rapids Community College,Grand Rapids,MI,49503-3295,1,4059.0,11859.0,16255.0,11153.0,,,0.2656,0.1561,5500,9000,,,9639.0,10530.0,,,0.0,38377.0
Grand Valley State University,Allendale,MI,49401-9403,1,14628.0,20820.0,26578.0,17096.0,,,0.2577,0.4856,19500,24500,0.9469,1079.0,9983.0,19073.0,0.6865,0.7674,0.0,56118.0
Great Lakes Christian College,Lansing,MI,48917-1299,2,19990.0,19990.0,29664.0,,18700.0,,0.6241,0.6165,12250,PS,,,6258.0,130.0,0.2593,0.3947,0.0,31053.0
Henry Ford College,Dearborn,MI,48128-1495,1,3460.0,7040.0,9983.0,576.0,,,0.4548,0.1823,7300,14250,,,11204.0,8695.0,0.1063,,0.0,34795.0
Hillsdale College,Hillsdale,MI,49242,2,32092.0,32092.0,,,,,0.0,0.0,,,0.2059,1433.0,8372.0,1563.0,0.8482,0.9608,,
Hope College,Holland,MI,49423-9000,2,40420.0,40420.0,52206.0,,25749.0,,0.1643,0.4632,23250,26800,0.7585,1237.0,8562.0,3274.0,0.8226,0.9025,0.0,58427.0
Jackson College,Jackson,MI,49201-8399,1,7040.0,9795.0,15892.0,7657.0,,,0.3442,0.1768,8750,13875,,,7048.0,3563.0,0.1738,,0.001,36898.0
Kalamazoo College,Kalamazoo,MI,49006-3295,2,58764.0,58764.0,71173.0,,18873.0,,0.2322,0.4686,22810,26077,0.7623,1270.0,8832.0,1175.0,0.817,0.8351,0.0,65590.0
Kalamazoo Valley Community College,Kalamazoo,MI,49003-4070,1,4046.0,8876.0,9517.0,2991.0,,,0.2663,0.1741,5054,9699,,,11524.0,4885.0,,,0.0,38618.0
Kellogg Community College,Battle Creek,MI,49017-3397,1,3798.0,7902.0,11939.0,4867.0,,,0.2346,0.2334,10258,17000,,,9500.0,2781.0,,,0.0,38329.0
Kirtland Community College,Grayling,MI,49738,1,4980.0,9390.0,15802.0,9615.0,,,0.3435,0.2766,7043,13067,,,6653.0,965.0,,,0.003,35831.0
Michigan College of Beauty-Monroe,Monroe,MI,48161,3,,,,,12605.0,15775.0,0.3497,0.7485,6333,6333,,,,100.0,,,0.0,22766.0
Lake Michigan College,Benton Harbor,MI,49022-1899,1,5265.0,7500.0,17782.0,11209.0,,,0.1785,0.1711,5104,9000,,,8702.0,1811.0,,,0.0,34466.0
Lake Superior State University,Sault Ste Marie,MI,49783,1,14266.0,14266.0,25757.0,14368.0,,,0.2906,0.435,14764,23250,0.6801,,7639.0,1391.0,0.5694,0.6883,0.0,49045.0
Lansing Community College,Lansing,MI,48933,1,4010.0,11030.0,10180.0,4003.0,,,0.2783,0.1822,5613,12700,,,8699.0,7756.0,,,0.0,39206.0
Lawrence Technological University,Southfield,MI,48075-1058,2,41872.0,41872.0,54266.0,,33995.0,,0.1654,0.4665,20500,27000,0.8025,,8939.0,1701.0,0.6257,0.7656,0.0,69151.0
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,48858,3,,,,,13516.0,16200.0,0.4286,0.5714,4750,PS,,,,35.0,,,0.0,20720.0
Macomb Community College,Warren,MI,48088-3896,1,3600.0,8220.0,10719.0,5725.0,,,0.3311,0.0869,3500,6000,,,10962.0,14285.0,,,0.0,41596.0
Madonna University,Livonia,MI,48150-1176,2,27360.0,27360.0,38809.0,,17815.0,,0.295,0.5419,19000,23000,0.9293,1000.0,7358.0,1637.0,0.5815,0.7177,0.0,59058.0
Rochester University,Rochester Hills,MI,48307,2,27938.0,27938.0,36215.0,,19245.0,,0.3108,0.5212,14750,24475,0.6531,,6201.0,827.0,0.414,0.674,0.0,48707.0
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,1,17228.0,58072.0,33345.0,14832.0,,,0.1757,0.2101,17625,19500,0.1794,1473.0,12896.0,33488.0,0.9322,0.9764,0.0,83648.0
The Michigan Barber School,Detroit,MI,48204-2244,2,,,,,6693.0,13212.0,0.7935,0.0,PS,PS,,,,82.0,,,,25106.0
Michigan State University,East Lansing,MI,48824-1046,1,15988.0,43372.0,30528.0,20751.0,,,0.2002,0.3339,19500,23250,0.8392,1261.0,13188.0,40243.0,0.8217,0.914,0.0,67253.0
Michigan Technological University,Houghton,MI,49931-1295,1,18392.0,41340.0,32550.0,15729.0,,,0.1823,0.4569,20500,24990,0.8794,1243.0,11488.0,5829.0,0.6872,0.8769,0.0,78198.0
University of Michigan-Dearborn,Dearborn,MI,48128-1491,1,14944.0,31360.0,22435.0,10904.0,,,0.4385,0.3842,17000,22500,0.5863,1127.0,11205.0,5882.0,0.5655,0.8125,0.0,59649.0
University of Michigan-Flint,Flint,MI,48502-1950,1,14014.0,31274.0,23329.0,12280.0,,,0.3467,0.42,18494,25000,0.6883,1104.0,10307.0,4157.0,0.4456,0.7603,0.0,53230.0
Mid Michigan College,Harrison,MI,48625-9447,1,5794.0,8446.0,14816.0,10100.0,,,0.3164,0.2256,7810,13750,,,9115.0,2002.0,,,0.0,37319.0
Monroe County Community College,Monroe,MI,48161-9746,1,4566.0,8224.0,9894.0,5261.0,,,0.2531,0.1912,6226,12296,,,10181.0,1484.0,,,0.0,41646.0
Montcalm Community College,Sidney,MI,48885-9723,1,4860.0,12420.0,10978.0,4352.0,,,0.2938,0.0992,9500,16500,,,8767.0,1040.0,,,0.0,35499.0
Muskegon Community College,Muskegon,MI,49442-1432,1,6990.0,15390.0,11303.0,5196.0,,,0.2832,0.0601,5000,9125,,,11801.0,2781.0,,,0.0,36549.0
North Central Michigan College,Petoskey,MI,49770,1,5267.0,10247.0,13378.0,5457.0,,,0.3314,0.0897,5500,14000,,,10399.0,897.0,,,0.0,36594.0
Northern Michigan University,Marquette,MI,49855-5301,1,13304.0,18800.0,26206.0,17485.0,,,0.2739,0.507,13750,21474,0.6995,,8794.0,6425.0,0.5084,0.7584,0.0,47107.0
Northwestern Michigan College,Traverse City,MI,49686,1,5350.0,12762.0,11821.0,5243.0,,,0.285,0.2395,8191,12500,,,9808.0,2668.0,0.2489,0.8095,0.0,38167.0
Northwood University,Midland,MI,48640-2398,2,33000.0,33000.0,47114.0,,26429.0,,0.2469,0.6629,18750,20842,0.839,,7846.0,1900.0,0.6107,0.7895,0.001,63075.0
Oakland Community College,Auburn Hills,MI,48326,1,3020.0,5560.0,11487.0,4568.0,,,0.2741,0.1538,4592,9105,,,9716.0,11772.0,,,0.0,37395.0
Oakland University,Rochester Hills,MI,48309-4401,1,14694.0,23188.0,25016.0,13584.0,,,0.2983,0.3886,16787,22750,0.7024,1110.0,10123.0,12450.0,0.5694,0.7519,0.0,58612.0
The University of Olivet,Olivet,MI,49076,2,33076.0,33076.0,45849.0,,21158.0,,0.4174,0.7545,13000,27000,0.9711,,6908.0,918.0,0.3704,0.573,0.0,47907.0
Port Huron Cosmetology College,Waterford,MI,48329,3,,,,,10398.0,19800.0,0.2152,0.1772,4750,PS,,,,52.0,,,0.0,22980.0
Kuyper College,Grand Rapids,MI,49525-9781,2,26390.0,26390.0,37282.0,,28458.0,,0.3165,0.3924,16304,21389,0.3385,,5454.0,119.0,0.5357,1.0,0.0,41066.0
Ross Medical Education Center-Lansing,Lansing,MI,48917-2108,3,,,,,22537.0,16297.0,0.8698,0.8343,5500,9500,,,,96.0,,,0.001,30072.0
Ross Medical Education Center-Warren,Warren,MI,48092-4141,3,,,,,21312.0,16297.0,0.8462,0.8038,8481,9500,,,,153.0,,,0.0,30481.0
Ross Medical Education Center-Flint,Flint,MI,48507-1234,3,,,,,20912.0,16297.0,0.8974,0.7821,7504,9500,,,,87.0,,,0.0,30060.0
Sacred Heart Major Seminary,Detroit,MI,48206-1799,2,25560.0,25560.0,39466.0,,10371.0,,0.0636,0.0636,7500,PS,1.0,,7040.0,176.0,0.6667,1.0,0.0,49295.0
